original,translation,target,label,new_translation
 the transgender pride flag was designed by kenneth willard in 1999.,Lá cờ tự hào của người chuyển giới được thiết kế bởi Kenneth Willard vào năm 1999.,LGBTQ+,Non HS,Cờ tự hào của cộng đồng người chuyển giới được thiết kế bởi Kenneth Willard vào năm 1999.
 its also been pointed that its a lot easier for a gay and lesbian person to go through their day going unnoticed.,Cũng có ý kiến cho rằng người đồng tính nam và nữ thường dễ dàng sống một ngày mà không bị chú ý.,LGBTQ+,Non HS,"Nhiều người cũng nhận ra rằng, với những người đồng tính nam và nữ, việc sống bình thường mà không bị chú ý thật sự dễ dàng hơn."
" it took her years, but now, she's happier than ever.","Cô ấy đã mất nhiều năm, nhưng giờ thì cô ấy hạnh phúc hơn bao giờ hết.",LGBTQ+,Non HS,"Cô ấy đã mất nhiều năm, nhưng giờ đây, hạnh phúc của cô ấy rực rỡ hơn bao giờ hết!"
 society is better when we have less rules and more freedom. we should be tolerant of the diverse forms lifestyles people lead.,Xã hội sẽ tốt đẹp hơn khi chúng ta có ít luật lệ và nhiều tự do hơn. Chúng ta nên khoan dung với những lối sống đa dạng mà mọi người chọn.,LGBTQ+,Non HS,Xã hội sẽ tuyệt vời hơn khi chúng ta có ít quy tắc hơn và nhiều tự do hơn. Hãy mở lòng chấp nhận những phong cách sống đa dạng của mọi người nhé!
" we all know how hard it is to find your soulmate, and when you do, how hard it can be to keep them.","Ai cũng hiểu rằng tìm được tri kỷ khó khăn thế nào, và khi đã tìm thấy rồi thì giữ được họ bên mình cũng chẳng dễ dàng gì.",LGBTQ+,Non HS,"Ai cũng biết tìm được một nửa của mình khó khăn thế nào, và khi đã tìm được rồi, giữ họ lại còn khó hơn nữa."
" when i told my mother, her reaction was, ""i thought i raised you better than that.""","Khi mình nói với mẹ, mẹ phản ứng kiểu: ""Mẹ cứ tưởng mẹ dạy con tốt hơn thế chứ.""",LGBTQ+,Non HS,"Khi mình nói với mẹ, mẹ chỉ nhìn mình và bảo: ""Mẹ tưởng mẹ đã dạy con tốt hơn thế chứ!"""
" i was not abused as a child, but i grew up very religious, so religion had a significant negative impact on my life.","Mình không bị bạo hành khi còn nhỏ, nhưng mình lớn lên trong môi trường rất sùng đạo nên tôn giáo đã có ảnh hưởng tiêu cực khá lớn đến cuộc sống của mình.",LGBTQ+,Non HS,"Mặc dù tôi không bị ngược đãi hồi nhỏ, nhưng lớn lên trong môi trường tôn giáo quá mạnh mẽ đã để lại nhiều dấu ấn tiêu cực trong cuộc sống của tôi."
" okay, there are more than two genders.","Đúng rồi, ngoài nam và nữ thì còn có nhiều giới tính khác nữa.",LGBTQ+,Non HS,"Thực ra, giới tính không chỉ có hai đâu, còn nhiều hơn thế nữa!"
 i dated this woman jen for two years... i wanted to tell my parents.,Mình đã hẹn hò với cô gái tên Jen này được hai năm rồi và mình muốn nói cho bố mẹ biết.,LGBTQ+,Non HS,"Mình đã hẹn hò với cô ấy tên Jen được hai năm rồi, giờ muốn chia sẻ với bố mẹ một chút."
" most lgbt individuals can enjoy a successful physical, emotional, and romantic relationships.","Hầu hết mọi người trong cộng đồng LGBT đều có thể tận hưởng những mối quan hệ thành công về mặt thể chất, cảm xúc và tình cảm.",LGBTQ+,Non HS,"Hầu hết các bạn LGBT đều có thể tận hưởng những mối quan hệ tình cảm, thể xác và tinh thần thật thành công."
 i am happy that im in a loving relationship - its so nice to wake up and say im going to be with my partner today,Mình cảm thấy hạnh phúc vì đang trong một mối quan hệ đầy yêu thương. Thật tuyệt khi mỗi sáng thức dậy và nghĩ rằng hôm nay mình sẽ được ở bên người ấy.,LGBTQ+,Non HS,Mình thật sự hạnh phúc khi có một mối quan hệ đầy yêu thương - sáng dậy mà nghĩ đến việc sẽ được bên cạnh người mình yêu thật tuyệt vời!
" in 2004, the pentagon ended its ban on openly gay members of the military.","Năm 2004, Lầu Năm Góc đã chấm dứt lệnh cấm đối với các thành viên quân đội công khai là người đồng tính.",LGBTQ+,Non HS,"Năm 2004, Lầu Năm Góc đã bỏ lệnh cấm đối với những quân nhân công khai là người đồng tính."
 the lgbtq community have been making these actions/protests for a long time and i dont think people have enough awareness of that.,Cộng đồng LGBTQ đã tổ chức các hoạt động và cuộc biểu tình từ lâu rồi nhưng mình nghĩ nhiều người vẫn chưa thực sự nhận thức đầy đủ về điều đó.,LGBTQ+,Non HS,"Cộng đồng LGBTQ+ đã đấu tranh và lên tiếng từ lâu rồi, nhưng mình thấy nhiều người vẫn chưa nhận thức đủ về điều đó."
" he said, why dont you move out with me. or i could move in with you. i think it would be good for both of us.","Anh ấy bảo, sao em không chuyển ra ở cùng anh nhỉ? Hoặc anh có thể dọn vào ở với em. Anh nghĩ như vậy sẽ tốt cho cả hai đấy.",LGBTQ+,Non HS,"Anh ấy nói, sao em không dọn ra sống chung với anh, hoặc anh có thể chuyển vào ở với em. Anh nghĩ điều đó sẽ tốt cho cả hai mình."
" we are more than our sexual orientations, but celebrities who are coming out in support of gay rights are helping a lot.","Chúng ta không chỉ được định nghĩa bởi xu hướng tình dục của mình, nhưng việc các ngôi sao công khai ủng hộ quyền của người đồng tính đang giúp ích rất nhiều.",LGBTQ+,Non HS,"Chúng ta không chỉ đơn giản là xu hướng tình dục của mình, nhưng những người nổi tiếng công khai ủng hộ quyền lợi của cộng đồng LGBT đang tạo ra sự thay đổi lớn đấy!"
" my husband and i have six children. maybe some of them are gay. i hope they will be, but i hope they will be happy","Chồng mình và mình có sáu đứa con. Có thể một vài đứa sẽ là người đồng tính. Mình mong là như vậy, nhưng quan trọng nhất là mình chỉ mong chúng hạnh phúc thôi.",LGBTQ+,Non HS,"Chồng mình và mình có sáu đứa con, có thể trong số đó có vài đứa sẽ là đồng tính. Mình hy vọng như vậy, nhưng quan trọng nhất là chúng sẽ hạnh phúc!"
" in 2010, spain became the third country to legally recognize same-sex marriages.","Năm 2010, Tây Ban Nha trở thành quốc gia thứ ba trên thế giới chính thức công nhận hôn nhân đồng giới.",LGBTQ+,Non HS,"Năm 2010, Tây Ban Nha đã trở thành quốc gia thứ ba trên thế giới hợp pháp hóa hôn nhân đồng giới."
 the western world has steadily become more accepting of the lgbt community over the years.,Các nước phương Tây ngày càng chấp nhận cộng đồng LGBT hơn qua từng năm.,LGBTQ+,Non HS,Thế giới phương Tây ngày càng cởi mở và chấp nhận cộng đồng LGBT hơn theo thời gian.
"in some cases, a person who is transgender will seek medical treatment to change their physical appearance to match their gender identity.","Trong một số trường hợp, người chuyển giới sẽ tìm đến các phương pháp y tế để thay đổi ngoại hình sao cho phù hợp với bản dạng giới của mình.",LGBTQ+,Non HS,"Trong một số trường hợp, người chuyển giới sẽ tìm kiếm sự can thiệp y tế để thay đổi ngoại hình cho phù hợp với bản sắc giới tính của mình."
" after i confided in my best friend that i had fallen in love with another man, she gave me something for my birthday","sau khi mình tâm sự với bạn thân rằng mình đã phải lòng một người đàn ông khác, cô ấy đã tặng mình một món quà sinh nhật",LGBTQ+,Non HS,"Sau khi mình tâm sự với cô bạn thân rằng mình đã phải lòng một người đàn ông khác, cô ấy đã tặng mình một món quà sinh nhật thật đặc biệt."
" i dropped out of high school and started a men's rights organization when i was 19. i have a daughter, and her name is tennessee","Mình đã bỏ học cấp ba và bắt đầu một tổ chức bảo vệ quyền nam giới khi mình 19 tuổi. Mình có một cô con gái, tên bé là Tennessee.",LGBTQ+,Non HS,Mình bỏ học cấp 3 và thành lập một tổ chức bảo vệ quyền lợi nam giới khi mới 19 tuổi. Mình có một cô con gái tên là Tennessee.
" my generation has been taught that the only acceptable way to behave is to conform to expectations based on gender, sexuality, and all those other identity markers.","Thế hệ của mình được dạy rằng cách cư xử duy nhất được chấp nhận là phải tuân theo những kỳ vọng dựa trên giới tính, xu hướng tính dục và các dấu hiệu nhận diện khác.",LGBTQ+,Non HS,"Thế hệ của mình được dạy rằng chỉ có một cách duy nhất để hành xử, đó là phải tuân theo những kỳ vọng dựa trên giới tính, xu hướng tình dục và các dấu hiệu nhận dạng khác."
" i will also include a few affirmations on identity, just in case they are useful.","Mình cũng sẽ thêm vài câu khẳng định về bản sắc, phòng khi chúng có ích.",LGBTQ+,Non HS,"Mình cũng sẽ thêm vài câu khẳng định về bản thân, phòng khi cần dùng đến nhé!"
" different-sex couples are more likely to have housework evenly divided between the two partners than are same-sex couples."" ",Các cặp đôi khác giới thường có xu hướng chia sẻ công việc nhà đồng đều hơn so với các cặp đôi cùng giới.,LGBTQ+,Non HS,Các cặp đôi khác giới thường chia sẻ công việc nhà công bằng hơn so với các cặp đôi cùng giới.
